Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Instagram,Twitter,Facebook,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber,Telegram 1,Telegram 2,YouTube,Широта,Долгота,2GIS URL,Тип
Okean Mebel,мебельный магазин,Мебель для кухни; Мягкая мебель,"проспект Акжол, 28",2 этаж,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,3.4,16,87761799494,87776880050,,,,,,https://instagram.com/okean_mebel_kz,,,,https://wa.me/77761799494,,,,,,,51.182611,71.455354,https://2gis.com/firm/70000001067988647,branch
Orda Mebel,мебельная компания,Мебель для кухни; Мебель на заказ; Корпусная мебель; Детская мебель; Офисная мебель,"улица Шары Жиенкуловой, 14",,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,2.7,6,87780207117,,,,,,,https://instagram.com/orda.mebel_astana,,,,https://wa.me/77780207117,,,,,,,51.179168,71.454069,https://2gis.com/firm/70000001110590388,branch
Orme,мебельная фабрика,Мебель для кухни; Мебель на заказ; Корпусная мебель; Детская мебель; Офисная мебель,"улица Кошке Кеменгерулы, 17в",,,Ондирис-1 ж/м,Байконыр район,Астана,,Астана,Казахстан,"Пн: 10:00-13:00, 14:00-19:00; Вт: 10:00-13:00, 14:00-19:00; Ср: 10:00-13:00, 14:00-19:00; Чт: 10:00-13:00, 14:00-19:00; Пт: 10:00-13:00, 14:00-19:00; Сб: 10:00-15:00",+05:00,5.0,18,87008883338,,,,,,,https://instagram.com/orme.kz,,,,https://wa.me/77008883338,,,,,,,51.207025,71.393917,https://2gis.com/firm/70000001101466516,branch
Prado,мебельный салон,Мебель для кухни; Корпусная мебель; Мебель на заказ; Детская мебель; Офисная мебель; Мебель для ванных комнат,"проспект Абая, 95/2",,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 11:00-18:00; Вс: 11:00-18:00,+05:00,5.0,9,87711619988,87757488190,,,,,,https://instagram.com/prado_astana,,,,https://wa.me/77711619988,https://wa.me/77757488190,,,,,,51.167702,71.462609,https://2gis.com/firm/70000001075278463,branch
Pro_mebel_astana01,,Мебель для кухни; Мебель на заказ; Корпусная мебель,"улица Шары Жиенкуловой, 22",,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,+05:00,4.9,6,87714818311,,,,,,,https://instagram.com/pro_mebel_astana01,,,,https://wa.me/77714818311,,,,,,,51.180941,71.447471,https://2gis.com/firm/70000001100892004,branch
Profi Decor,компания по продаже зеркал и душевых кабин,Мебель для кухни; Стекло и зеркала; Корпусная мебель; Перегородки; Сантехника,"улица Бактыораза Бейсекбаева, 25",1 этаж,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-15:00,+05:00,4.9,285,87022315577,,,,,,,https://instagram.com/zerkala.astana,,,,https://wa.me/77022315577,,,,,,,51.173014,71.459999,https://2gis.com/firm/70000001059726822,branch
ProfMebel,мебельный цех,Мебель для кухни; Мебель на заказ; Корпусная мебель,"улица Орлыкол, 4",,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00,+05:00,4.9,30,87771025757,87770679094,,,,,,https://instagram.com/prof.mebel.kz,,,,https://wa.me/77771025757,,,,,,,51.184368,71.42688,https://2gis.com/firm/70000001111843225,branch
Qazkuchen,,Мебель для кухни; Мебель на заказ; Корпусная мебель,"Альмукан Сембинов улица, 19/1",,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,4.7,29,87081186201,87714444988,,,,,,https://instagram.com/qazkuchen,,,,https://wa.me/77714444988,https://wa.me/77081186201,,,,,,51.173848,71.452562,https://2gis.com/firm/70000001037979971,branch
QazNord,магазин по продаже кухонной мебели,Мебель для кухни; Мебель на заказ; Детская мебель; Мебельные магазины; Корпусная мебель,"шоссе Алаш, 20а",8 бутик; 2 этаж,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 10:30-19:00; Вт: 10:30-19:00; Ср: 10:30-19:00; Чт: 10:30-19:00; Пт: 10:30-19:00; Сб: 10:30-19:00; Вс: 10:30-19:00,+05:00,4.6,24,87772094488,,,info@qaznord.kz,,,,https://instagram.com/qaznord,,,,https://wa.me/77772094488,,,,,,,51.189906,71.457735,https://2gis.com/firm/70000001089321822,branch
RG mebel,мебельная компания,Мебель для кухни; Мебель на заказ; Корпусная мебель; Детская мебель; Офисная мебель,"улица Розы Баглановой, 3/1",НП: 4,,,Нура район,Астана,,Астана,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00,+05:00,5.0,36,87016575821,,,,,,,https://instagram.com/rgmebel_,,,,https://wa.me/77016575821,,,,,,,51.117392,71.392552,https://2gis.com/firm/70000001100326446,branch
Royal Astana,,Мебель для кухни; Мебель на заказ; Мебельные магазины; Мебель из стекла; Мебель для учебных учреждений; Мебель для ванных комнат,"Альмукан Сембинов улица, 36/3",,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+05:00,4.9,15,87715252421,,,,,,,,,,,https://wa.me/77715252421,,,,,,,51.177068,71.458515,https://2gis.com/firm/70000001105238233,branch
Runahomeastana,,Мебель для кухни; Мебельные магазины; Мебельная фурнитура; Мебель на заказ; Детская мебель,"улица Сакена Сейфуллина, 47",32 место; 6 этаж,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,5.0,7,87758341674,,,,,,,https://instagram.com/runahomeastana,,,,https://wa.me/77758341674,,,,,,,51.172982,71.437433,https://2gis.com/firm/70000001104077636,branch
rzs_mebel,,Мебель для кухни; Мебель на заказ; Корпусная мебель; Мебель для ванных комнат,"улица Александра Пушкина, 51/1",,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00,+05:00,5.0,8,87081864151,,,,,,,https://instagram.com/rzs_mebel,,,,https://wa.me/77081864151,,,,,,,51.181576,71.488858,https://2gis.com/firm/70000001115029349,branch
Sabr.mebel01,мебельная компания,Мебель для кухни; Мебель на заказ; Корпусная мебель; Детская мебель; Офисная мебель,"переулок Перне, 5",,,Коктал ж/м,Сарыарка район,Астана,,Астана,Казахстан,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00,+05:00,5.0,13,87755461895,87755462034,,,,,,https://instagram.com/sabrmebel01,,,,https://wa.me/77755461895,https://wa.me/77755462034,,,,,,51.186436,71.322596,https://2gis.com/firm/70000001110609968,branch
Sanad mebel,мебельный цех,Мебель для кухни; Корпусная мебель; Мебель на заказ; Мебель для ванных комнат; Офисная мебель,"переулок Аксумбе, 6а",,010000,,Байконыр район,Астана,,Астана,Казахстан,Пн: 09:30-19:00; Вт: 09:30-19:00; Ср: 09:30-19:00; Чт: 09:30-19:00; Пт: 09:30-19:00; Сб: 09:30-19:00,+05:00,4.8,23,"87776529933 (отдел распила, закатки и фрезеровки)",87023227458 (отдел мебели на заказ ),,,,,,https://instagram.com/sanad_mebel,,,,https://wa.me/77023227458,https://wa.me/77776529933,,,https://t.me/+77776529933,,,51.179677,71.493099,https://2gis.com/firm/70000001059860405,branch
Sandi Jihaz,мебельный магазин,Мебель для кухни; Мягкая мебель; Мебель на заказ; Мебельные магазины,"улица Е-36, 4",,,,Нура район,Астана,,Астана,Казахстан,Пн: 11:00-20:00; Вт: 11:00-20:00; Ср: 11:00-20:00; Чт: 11:00-20:00; Пт: 11:00-20:00; Сб: 11:00-20:00; Вс: 11:00-20:00,+05:00,4.8,76,87024100241,87013908134,,,,,,https://instagram.com/sandi.jihaz.astana,,,,https://wa.me/77024100241,https://wa.me/77013908134,,,,,,51.122179,71.381094,https://2gis.com/firm/70000001098850371,branch
satti_mebel,компания по производству корпусной мебели,Мебель для кухни; Корпусная мебель; Мебель на заказ,"улица Ыкылас Дукенулы, 31/2",,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,5.0,9,87758820829,,,,,,,https://instagram.com/satti.mebel_,,,,https://wa.me/77758820829,,,,,,,51.183004,71.435401,https://2gis.com/firm/70000001094597992,branch
Sdesign,,Мебель для кухни; Мягкая мебель; Корпусная мебель; Матрасы,"проспект Туран, 53в",2 этаж,,,Нура район,Астана,,Астана,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,5.0,5,87757583756,,,,,,,https://instagram.com/sdesign_mebel,,,,https://wa.me/77757583756,,,,,,,51.116449,71.39845,https://2gis.com/firm/70000001103027492,branch
Sdesign,,Мебель для кухни; Мягкая мебель; Корпусная мебель; Матрасы,"улица Шокана Уалиханова, 24",208-212 бутик; 2 этаж,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,4.4,15,87757583756,,,,,,,https://instagram.com/sdesign_mebel,,,,https://wa.me/77757583756,,,,,,,51.174567,71.438999,https://2gis.com/firm/70000001066885652,branch
Seka_mebel_Astana,мебельная компания,Мебель для кухни; Корпусная мебель; Мебель на заказ; Детская мебель; Офисная мебель; Мягкая мебель,"улица Лесная поляна, 37",,,Лесная поляна м-н,,Косшы,Косшы городская администрация,Акмолинская область,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.5,6,87785497000,87475200505,,,,,,https://instagram.com/Seka_mebel_Astana,,,,https://wa.me/77785497000,https://wa.me/77475200505,,,,,,51.006643,71.375417,https://2gis.com/firm/70000001095665958,branch
Selva Room,,Мебель для кухни; Мебель на заказ,"улица Култегин, 23",,010000,,Нура район,Астана,,Астана,Казахстан,Пн: 11:00-20:00; Вт: 11:00-20:00; Ср: 11:00-20:00; Чт: 11:00-20:00; Пт: 11:00-20:00; Сб: 11:00-20:00; Вс: 11:00-20:00,+05:00,5.0,73,87001999011,,,,,,,https://instagram.com/selva.room,,,,https://wa.me/77001999011,,,,,,,51.139769,71.37499,https://2gis.com/firm/70000001100095515,branch
Servant,офис,Мебель для кухни; Мебель на заказ; Корпусная мебель,"улица Култегин, 15",1 этаж; НП: 22,,,Нура район,Астана,,Астана,Казахстан,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00,+05:00,5.0,24,87080592696,87072320312,,,,,,https://instagram.com/servant_astana,,,,https://wa.me/77072320312,,,,,,,51.136945,71.373013,https://2gis.com/firm/70000001103988365,branch
Shikko,,Мебель для кухни; Мебель на заказ; Корпусная мебель,"улица Жолымбетская, 43",5 этаж,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+05:00,4.0,8,87784369511,,,,,,,https://instagram.com/mebel_ast_01,,,,https://wa.me/77784369511,,,,,,,51.199883,71.468133,https://2gis.com/firm/70000001074497907,branch
Sofia,,Мебель для кухни; Мебель на заказ; Мебель для ванных комнат; Изделия из камня для помещений,"проспект Мангилик Ел, 38",НП: 7,010000,,Есиль район,Астана,,Астана,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,4.9,90,87775597879 (дизайнер по мебели),87055517879 (дизайнер по мебели),87059106401 (дизайнер по камню),,,,,https://instagram.com/sofiamebel.ast,,,,https://wa.me/77775597879,https://wa.me/77055517879,,,,,,51.104477,71.432119,https://2gis.com/firm/70000001052142075,branch
Soft Place,,Мебель для кухни; Бескаркасная мебель; Корпусная мебель; Мебель на заказ; Мягкая мебель,"улица Бактыораза Бейсекбаева, 24/1",,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-14:00,+05:00,5.0,7,87751495992,87055785660,,,,,,,,,,https://wa.me/77751495992,https://wa.me/77055785660,,,,,,51.171652,71.460818,https://2gis.com/firm/70000001039283862,branch
Status M,мебельный цех,Мебель для кухни; Мебель на заказ; Офисная мебель; Мебель для ванных комнат; Детская мебель; Мебельные фасады; Распиловка древесины; Мебель для учебных учреждений; Корпусная мебель,"улица Александра Пушкина, 51/1",,,,Байконыр район,Астана,,Астана,Казахстан,"Пн: 09:00-13:00, 14:00-19:00; Вт: 09:00-13:00, 14:00-19:00; Ср: 09:00-13:00, 14:00-19:00; Чт: 09:00-13:00, 14:00-19:00; Пт: 09:00-13:00, 14:00-19:00; Сб: 09:00-13:00, 14:00-19:00",+05:00,5.0,10,87054208844,87089773102,,,,,,https://instagram.com/status_m_astana,,,,https://wa.me/77054208844,https://wa.me/77089773102,,,,,,51.181576,71.488858,https://2gis.com/firm/70000001111185048,branch
Stilovo Mebel,мебельная компания,Мебель для кухни; Мебель на заказ; Корпусная мебель; Детская мебель; Офисная мебель,"улица Бактыораза Бейсекбаева, 27/1",,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,5.0,9,87029019141,,,,,,,https://instagram.com/stilovo_mebel,,,,https://wa.me/77029019141,,,,,,,51.173907,71.460322,https://2gis.com/firm/70000001110614875,branch
Stoleshnica.astana,,Мебель для кухни,"Альмукан Сембинов улица, 27 ст1",,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00,+05:00,5.0,6,87713513424,,,,,,,https://instagram.com/stoleshnica.astana,,,,https://wa.me/77713513424,,,,,,,51.176447,71.454703,https://2gis.com/firm/70000001080697094,branch
Stone&Mebel,мебельная компания,Мебель для кухни; Корпусная мебель; Мебель на заказ; Мебель для ванных комнат; Детская мебель,"Аль-Фараби проспект, 35",,010005,,Есиль район,Астана,,Астана,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,5.0,19,87023849993,,,,,,,https://instagram.com/stone_mebel,,,,https://wa.me/77023849993,,,,,,,51.084176,71.444957,https://2gis.com/firm/70000001028926207,branch
studio1201.kz,,Мебель для кухни; Мебель на заказ; Корпусная мебель; Мебель для ванных комнат; Детская мебель; Офисная мебель,"проспект Мангилик Ел, 27",,,,Есиль район,Астана,,Астана,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+05:00,5.0,24,87058800666 (администрация),87789001201 (отдел продаж),87789011201 (отдел продаж),,,,,https://instagram.com/studio1201.kz,,,,https://wa.me/77058800666,https://wa.me/77789001201,https://wa.me/77789011201,,,,,51.10947,71.431128,https://2gis.com/firm/70000001094634112,branch
Stulhouse.kz,,Мебель для кухни; Мебель на заказ,"улица Жубан Молдагалиев, 10",НП: 11,,,Нура район,Астана,,Астана,Казахстан,Пн: 11:00-20:00; Вт: 11:00-20:00; Ср: 11:00-20:00; Чт: 11:00-20:00; Пт: 11:00-20:00; Сб: 11:00-20:00; Вс: 11:00-20:00,+05:00,4.9,35,87066070110,,,,,,,https://instagram.com/stulhouse.kz,,,,https://wa.me/77066070110,,,,,,,51.124091,71.376202,https://2gis.com/firm/70000001098845722,branch
Stulzone.kz,,Мебель для кухни; Офисная мебель; Мягкая мебель,"улица Бактыбай акын, 5",,,Коктал ж/м,Сарыарка район,Астана,,Астана,Казахстан,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00; Вс: 09:00-19:00,+05:00,4.9,10,87779009701,,,,,,,https://instagram.com/stulzone.kz,,,,https://wa.me/77779009701,,,,,,,51.184026,71.314035,https://2gis.com/firm/70000001083997691,branch
Sulu Design,,Мебель для кухни; Мебель на заказ; Корпусная мебель; Распиловка древесины; Офисная мебель; Детская мебель; Мебель для ванных комнат,"улица Едил, 1",,,Юго-Восток (левая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00,+05:00,5.0,30,87064067175,,,,,,,https://instagram.com/sulu_design_ast,,,,https://wa.me/77064067175,,,,,,,51.141717,71.522667,https://2gis.com/firm/70000001089035955,branch
Svoy_divan,,Мебель для кухни; Мягкая мебель; Мебельные магазины; Мебель на заказ,"улица Жубан Молдагалиев, 5",НП: 6,,,Нура район,Астана,,Астана,Казахстан,Пн: 11:00-20:00; Вт: 11:00-20:00; Ср: 11:00-20:00; Чт: 11:00-20:00; Пт: 11:00-20:00; Сб: 11:00-20:00; Вс: 11:00-20:00,+05:00,4.9,58,87024100241,87021919488,87711944398,,,,,https://instagram.com/svoy_divan,,,,https://wa.me/77711944398,https://wa.me/77024100241,https://wa.me/77021919488,,,,,51.126501,71.36718,https://2gis.com/firm/70000001061040602,branch
Tas Plus,компания по изготовлению изделий из натурального камня,Мебель для кухни; Облицовочный камень; Изделия из камня для помещений; Печи и камины для помещений; Интерьерные лестницы,"улица Шары Жиенкуловой, 18/11",,,,Байконыр район,Астана,,Астана,Казахстан,"Пн: 09:00-13:00, 14:00-18:00; Вт: 09:00-13:00, 14:00-18:00; Ср: 09:00-13:00, 14:00-18:00; Чт: 09:00-13:00, 14:00-18:00; Пт: 09:00-13:00, 14:00-18:00; Сб: 09:00-13:00 (по предварительной записи)",+05:00,5.0,7,87716057444,87015160227,87001700751,taspluskz@mail.ru,talgat6919@mail.ru,,,https://instagram.com/tasplus.kz,,https://facebook.com/taspluskz,,https://wa.me/77015160227,https://wa.me/77001700751,,,,,,51.180714,71.451075,https://2gis.com/firm/70000001040084923,branch
Tasmyrza.ast,компания по изготовлению изделий из искусственного камня,Мебель для кухни; Изделия из камня для помещений,"улица Колсай, 2а",,,Интернациональный ж/м,Сарайшык район,Астана,,Астана,Казахстан,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00; Вс: 09:00-19:00,+05:00,5.0,63,87075111567,,,,,,,https://instagram.com/tasmyrza.ast,,,,https://wa.me/77075111567,,,,,,,51.121219,71.590016,https://2gis.com/firm/70000001075062281,branch
Teezz Mebel,,Мебель для кухни; Мебель на заказ; Корпусная мебель; Детская мебель; Мебельные фасады; Мебельные магазины,"шоссе Коргалжын, 20/2",,010000,,Нура район,Астана,,Астана,Казахстан,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00,+05:00,4.9,42,87479300030,,,,,,,https://instagram.com/teezz_mebel,,,,https://wa.me/77479300030,,,,,,,51.150455,71.364149,https://2gis.com/firm/70000001111682458,branch
Tumar_Mebel,,Мебель для кухни; Мебель на заказ; Мебельные магазины,"квартал 2, 23",,,2-й квартал,,Косшы,Косшы городская администрация,Акмолинская область,Казахстан,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+05:00,5.0,7,87002848932,87057279139,,,,,,https://instagram.com/tumar_mebel_astana,,,,https://wa.me/77002848932,https://wa.me/77057279139,,,,,,51.000095,71.36902,https://2gis.com/firm/70000001086922571,branch
Turanhouse,,Мебель для кухни; Мягкая мебель; Мебель на заказ,"проспект Туран, 59/2 блок C",1 этаж,,,Нура район,Астана,,Астана,Казахстан,Вт: 11:30-20:00; Ср: 11:30-20:00; Чт: 11:30-20:00; Пт: 11:30-20:00; Сб: 11:30-20:00; Вс: 11:30-20:00,+05:00,4.8,65,87778817900,,,,,,,https://instagram.com/turanhouse.kz,,,,https://wa.me/77778817900,,,,https://t.me/+77778817900,,,51.101686,71.392473,https://2gis.com/firm/70000001067306468,branch
Ustelder.kz,шоурум,Мебель для кухни; Мебель на заказ; Мебель для общественного питания,"улица Ахмет Байтурсынулы, 22",,,,Сарайшык район,Астана,,Астана,Казахстан,"Пн: 10:00-13:00, 14:00-18:00; Вт: 10:00-13:00, 14:00-18:00; Ср: 10:00-13:00, 14:00-18:00; Чт: 10:00-13:00, 14:00-18:00; Пт: 10:00-13:00, 14:00-18:00; Сб: 10:00-13:00, 14:00-18:00; Вс: 10:00-13:00, 14:00-18:00",+05:00,4.9,106,87768885151,87479747438,,,,,,https://instagram.com/ustelder.kz,,,,https://wa.me/77768885151,https://wa.me/77479747438,,,,,,51.116549,71.516276,https://2gis.com/firm/70000001089722883,branch
Uyutnaya_mebel_kz,,Мебель для кухни; Мебель на заказ; Корпусная мебель; Офисная мебель; Детская мебель,"Альмукан Сембинов улица, 28/3",2 этаж,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-17:00,+05:00,3.5,17,87474120394,,,,,,,https://instagram.com/uyutnaya_mebel_kz,,,,https://wa.me/77474120394,,,,,,,51.173794,71.457841,https://2gis.com/firm/70000001090246718,branch
Venerdi,мебельная студия,Мебель для кухни; Мебель на заказ,"Аль-Фараби проспект, 15",3 офис,010005,,Есиль район,Астана,,Астана,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00 (по предварительной записи),+05:00,4.5,9,87071616104,,,,,,,https://instagram.com/venerdikz,,,,https://wa.me/77071616104,,,,,,,51.094901,71.449823,https://2gis.com/firm/70000001048531127,branch
Versal,мебельный салон,Мебель для кухни; Мягкая мебель; Мебельные магазины; Корпусная мебель; Мебель на заказ; Матрасы,"улица Жолымбетская, 43",5 этаж,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00; Вс: 10:00-18:00 (санитарный день: последний пн месяца),+05:00,4.2,6,87078565988,,,,,,,https://instagram.com/versal_mebel_96,,,,https://wa.me/77078565988,,,,,,,51.199883,71.468133,https://2gis.com/firm/70000001033846879,branch
Verve Jihaz,,Мебель для кухни; Мебель на заказ; Мебельные фасады; Корпусная мебель,"улица Тайбурыл, 16",,010007,,Байконыр район,Астана,,Астана,Казахстан,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+05:00,5.0,21,87712640171,,,,,,,https://instagram.com/verve_jihaz,,,,https://wa.me/77712640171,,,,,,,51.197129,71.422066,https://2gis.com/firm/70000001094673594,branch
Villa,салон итальянской мебели,Мебель для кухни; Мягкая мебель; Дизайн интерьеров,"улица Амман, 21",НП: 21,,Ак-булак-1 ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00,+05:00,3.6,9,87015167222,,,,,,,https://instagram.com/villa.italianinteriors,,,,https://wa.me/77015167222,,,,,,,51.149174,71.444178,https://2gis.com/firm/70000001027383144,branch
Vladi mebel,салон,Мебель для кухни; Мебель на заказ; Корпусная мебель; Детская мебель; Мебельные фасады; Мебель для ванных комнат; Облицовочный камень,"шоссе Алаш, 20а",1 бутик; 2 этаж,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00; Вс: 09:00-19:00 (по предварительной записи),+05:00,5.0,18,87012550604,,,,,,,https://instagram.com/vladimebel.kz,,,,https://wa.me/77012550604,,,,,,,51.189906,71.457735,https://2gis.com/firm/70000001019525090,branch
YurtStyle,,Мебель для кухни; Мебель на заказ; Корпусная мебель,"Аль-Фараби проспект, 11",,,,Есиль район,Астана,,Астана,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,5.0,15,87759914625,,,,,,,https://instagram.com/yurtstyle_mebel,,,,https://wa.me/77759914625,,,,,,,51.09763,71.45088,https://2gis.com/firm/70000001102835421,branch
Zhihaz__astana,,Мебель для кухни; Корпусная мебель; Мебель на заказ; Детская мебель; Офисная мебель; Мебель для ванных комнат; Мягкая мебель,"улица Ильи Чехоева, 5",5/1 место; 2 ряд; 1 сектор,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+05:00,4.9,70,87081884519,,,,,,,https://instagram.com/zhihaz__astana,,,,https://wa.me/77081884519,,,,,,,51.198164,71.463121,https://2gis.com/firm/70000001067218071,branch
