Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Instagram,Twitter,Facebook,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber,Telegram 1,Telegram 2,Telegram 3,YouTube,Широта,Долгота,2GIS URL,Тип
VipStore.kz,магазин уходовой косметики,Косметика и парфюмерия,"проспект Сейфуллина, 498/1",33 бутик; цокольный этаж,050012,,Алмалинский район,Алматы,,Алматы,Казахстан,Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00 (по предварительному звонку),+05:00,4.2,14,87055009911,87088088185,,,,,,,,https://facebook.com/vipstore.kz,,https://wa.me/77088088185,https://wa.me/77055009911,,,,,,,43.251869,76.933281,https://2gis.com/firm/70000001038162955,branch
Vitamins_korekz,магазин корейских витаминов и БАДов,Косметика и парфюмерия; БАДы,"проспект Гагарина, 235",,050060,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00 (по предварительной записи),+05:00,5.0,33,87771222820,,,,,,,https://instagram.com/vitamins_korekz,,,,https://wa.me/77771222820,,,,,,,,43.210656,76.898036,https://2gis.com/firm/70000001099789697,branch
Vivasan,магазин,Косметика и парфюмерия; БАДы,"улица Гоголя, 180/2",,050026,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-15:00,+05:00,4.9,10,87007707057,87772636962,87021353806,,,,,https://instagram.com/vivasan_vitasan_almaty,,https://facebook.com/vikavivasan,,https://wa.me/77772636962,https://wa.me/77007707057,https://wa.me/77021353806,,https://t.me/vivasan_shop,,,,43.256863,76.907634,https://2gis.com/firm/70000001040328720,branch
Vox Parfum,,Косметика и парфюмерия,"улица Щепкина, 35Б",1 этаж,050043,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,5.0,11,87765058666,,,,,,,https://instagram.com/voxparfum.kz,,,,https://wa.me/77775058666,,,,,,,,43.204833,76.877814,https://2gis.com/firm/70000001104785099,branch
Vox Parfum,,Косметика и парфюмерия,"проспект Жибек Жолы, 50 блок В",1 этаж,050002,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.5,25,87765058666,,,,,,,https://instagram.com/voxparfum.kz,,,,https://wa.me/77765058666,,,,,,,,43.26193,76.954652,https://2gis.com/firm/70000001094126955,branch
White,магазин по продаже парфюма,Косметика и парфюмерия; Ароматовары,"улица Рихарда Зорге, 18/4",цокольный этаж,050011,,Турксибский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,5.0,13,87088467266,,,,,,,https://instagram.com/white_parfume_kz,,,,https://wa.me/77088467266,,,,,,,,43.335539,76.953893,https://2gis.com/firm/70000001091743672,branch
Wishlist skinbar,магазин косметики,Косметика и парфюмерия,"микрорайон Самал-2, 66а",1 этаж,050059,Самал-2 м-н,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00 (по предварительной записи),+05:00,5.0,5,87029123294,,,,,,,https://instagram.com/wishlist_skinbar,,,,https://wa.me/77029123294,https://wa.me/77017553314,,,,,,,43.231654,76.953206,https://2gis.com/firm/70000001086577447,branch
Yarche,бутик по продаже косметики и аксессуаров для сотовых телефонов,Косметика и парфюмерия; Аксессуары к телефонам,"улица Кабанбай батыра, 58",1 этаж,40000,,,Талдыкорган,Талдыкорган городская администрация,Жетысу область,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+05:00,3.9,7,87774334290,,,,,,,https://instagram.com/yarche.tdk,,,,https://wa.me/77774334290,,,,,,,,45.020285,78.377684,https://2gis.com/firm/70000001094673553,branch
Yersay,компания по продаже косметики,Косметика и парфюмерия; БАДы,"проспект Абылай хана, 12/16",1 этаж,050016,,Жетысуский район,Алматы,,Алматы,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00,+05:00,3.5,18,87474381006,,,,,,,https://instagram.com/gylnar_myrzabekova,,,,https://wa.me/77474381006,,,,,,,,43.271121,76.939668,https://2gis.com/firm/70000001105605095,branch
Yolo_kz,​магазин аниме товаров,Косметика и парфюмерия; Аниме и косплей товары; Бижутерия; Хозтовары; Игрушки,"улица Алтын Орда, 6/9 к1 блок 2",,050000,,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,+05:00,4.7,38,87783682965,,,,,,,https://instagram.com/yolo_yolo.kz,,,,https://wa.me/77783682965,,,,,,,,43.216997,76.773675,https://2gis.com/firm/70000001082665080,branch
Yomy,магазин детских товаров,Косметика и парфюмерия; Канцтовары; Игрушки; Настольные игры,"улица Радостовца, 333а",,050060,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,4.9,88,87066500851,,,,,,,https://instagram.com/yomy.kz,,,,https://wa.me/77066500851,,,,,,,,43.20856,76.89591,https://2gis.com/firm/70000001101565798,branch
Yuvee,онлайн-магазин косметики,Косметика и парфюмерия,,,,,,Алматы,,Алматы,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 11:00-18:00,+05:00,5.0,11,87022101441,,,,,,,https://instagram.com/yuvee_opt,,,,https://wa.me/77022101441,,,,,,,,,,https://2gis.com/firm/70000001102826502,branch
Yves Rocher,магазин косметики,Косметика и парфюмерия,"улица Каныша Сатпаева, 90",1 этаж; напротив A-store,050046,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,5.0,56,87714102991,,,,,,,https://instagram.com/yvesrocherkz,,,,,,,,,,,,43.233059,76.878505,https://2gis.com/firm/70000001035143854,branch
Yves Rocher,магазин косметики,Косметика и парфюмерия,"улица Рихарда Зорге, 18/4",1 этаж,050011,,Турксибский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,4.9,96,87717190906,,,,,,,https://instagram.com/yvesrocherkz,,,,https://wa.me/77717190906,,,,,,,,43.336217,76.953335,https://2gis.com/firm/70000001034866941,branch
Yves Rocher,магазин косметики,Косметика и парфюмерия,"улица Кабанбай батыра, 122",1 этаж,050000,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,5.0,105,87717190902,,,,,,,https://instagram.com/yvesrocherkz,,,,,,,,,,,,43.249015,76.940189,https://2gis.com/firm/9429940000862245,branch
Yves Rocher,магазин косметики,Косметика и парфюмерия,"улица Розыбакиева, 247а",1 этаж,050060,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,5.0,93,87717190901,,,,,,,https://instagram.com/yvesrocherkz,,,,https://wa.me/77717190901,,,,,,,,43.202822,76.892352,https://2gis.com/firm/9429940000834030,branch
zam_cosmetic_,магазин косметики,Косметика и парфюмерия; Бижутерия,"улица Яссауи, 68/2",,050063,Достык м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.1,7,87073877803,,,,,,,https://instagram.com/zam_cosmetic_,,,,https://wa.me/77073877803,,,,,,,,43.22408,76.828976,https://2gis.com/firm/70000001036097160,branch
Zayn Perfume,,Косметика и парфюмерия,"Северное Кольцо шоссе, 15",1 ряд,050015,,Жетысуский район,Алматы,,Алматы,Казахстан,Вт: 08:00-21:00; Ср: 08:00-21:00; Чт: 08:00-21:00; Пт: 08:00-21:00; Сб: 08:00-21:00; Вс: 08:00-21:00,+05:00,4.9,35,87070205354,,,,,,,https://instagram.com/zayn.perfume,,,,https://wa.me/77070205354,,,,,,,,43.288843,76.891373,https://2gis.com/firm/70000001102008882,branch
Zere,магазин лечебной китайской косметики,Косметика и парфюмерия,"улица Аксай, 1",12 бутик; цокольный этаж,050047,Саялы м-н,Алатауский район,Алматы,,Алматы,Казахстан,"Пн: 09:00-13:00, 14:00-22:00; Вт: 09:00-13:00, 14:00-22:00; Ср: 09:00-13:00, 14:00-22:00; Чт: 09:00-13:00, 14:00-22:00; Пт: 09:00-13:00, 14:00-22:00; Сб: 09:00-13:00, 14:00-22:00; Вс: 09:00-13:00, 14:00-22:00",+05:00,5.0,7,87781462135,,,,,,,https://instagram.com/zere_qz,,,,https://wa.me/77781462135,,,,,,,,43.312922,76.842104,https://2gis.com/firm/70000001104379511,branch
Zf_beauty_cosmetics,магазин косметики,Косметика и парфюмерия,"Северное Кольцо шоссе, 7а",32 бутик; зеленый сектор; цокольный этаж,050058,,Жетысуский район,Алматы,,Алматы,Казахстан,Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00; Сб: 09:00-17:00; Вс: 09:00-17:00,+05:00,3.4,6,87073593405,87077740014,,,,,,https://instagram.com/kosmetika_optom_zara2,,,,https://wa.me/77073593405,https://wa.me/77077740014,,,https://t.me/+77073593405,https://t.me/+77077740014,,,43.28397,76.888646,https://2gis.com/firm/70000001101556555,branch
Zhora market,магазин парфюмерии,Косметика и парфюмерия; Сумки и кожгалантерея,"улица Кунаева, 21",BG-13 бутик; цокольный этаж,050016,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,2.6,14,87713584432,,,,,,,https://instagram.com/zhora_market,,,,https://wa.me/77713584432,,,,,,,,43.26725,76.948226,https://2gis.com/firm/70000001093576064,branch
Zion,магазин корейских товаров,Косметика и парфюмерия; Бытовая химия; Продукты быстрого приготовления,"проспект Сейфуллина, 458/1",226 кабинет; 2 этаж,050000,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 11:00-18:00; Вт: 11:00-18:00; Ср: 11:00-18:00; Чт: 11:00-18:00; Пт: 11:00-18:00; Сб: 11:00-15:00,+05:00,5.0,6,87017845285,,,,,,,https://instagram.com/zion_kmart,,,,https://wa.me/77017845285,,,,,,,,43.258019,76.932564,https://2gis.com/firm/9429940001532893,branch
ZooPixa,магазин,Косметика и парфюмерия; Зоотовары; Игрушки; Бижутерия,"микрорайон Аксай-3Б, 2",,050031,Аксай-3Б м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 11:00-22:00; Вт: 11:00-22:00; Ср: 11:00-22:00; Чт: 11:00-22:00; Пт: 11:00-22:00; Сб: 11:00-22:00; Вс: 11:00-22:00,+05:00,4.6,22,87023685252,87476758690,,,,,,,,,,https://wa.me/77023685252,https://wa.me/77476758690,,,,,,,43.236739,76.823247,https://2gis.com/firm/70000001097315137,branch
Ай-Хан,​магазин хозяйственных товаров,Косметика и парфюмерия; Канцтовары; Игрушки; Домашний текстиль; Посуда,"микрорайон Зердели, 1/38",цокольный этаж,050038,Зерделі м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 09:00-23:00; Вт: 09:00-23:00; Ср: 09:00-23:00; Чт: 09:00-23:00; Пт: 09:00-23:00; Сб: 09:00-23:00; Вс: 09:00-23:00,+05:00,4.5,17,87073890109,,,,,,,https://instagram.com/zerdeli_hoz,,,,https://wa.me/77073890109,,,,,,,,43.278412,76.820653,https://2gis.com/firm/70000001083416586,branch
Активная,​магазин красоты и ухода,Косметика и парфюмерия,"3-й микрорайон, 6",1 этаж,040803,3-й м-н,,Конаев,Конаев городская администрация,Алматинская область,Казахстан,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+05:00,4.9,17,87085812402,,,,,,,https://instagram.com/magazin_aktivnaya,,,,https://wa.me/77085812402,,,,,,,,43.852659,77.056393,https://2gis.com/firm/70000001061272128,branch
Амелия,магазин косметики,Косметика и парфюмерия,"3-й микрорайон, 6",,040803,3-й м-н,,Конаев,Конаев городская администрация,Алматинская область,Казахстан,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+05:00,5.0,10,87085812402,,,,,,,https://instagram.com/amelia_store_konaev,,,,https://wa.me/77085812402,,,,,,,,43.852573,77.056365,https://2gis.com/firm/70000001074909647,branch
Атоми,магазин корейских товаров,Косметика и парфюмерия; БАДы; Бытовая химия; Средства гигиены; Фитопродукция,"микрорайон Аксай-3, 5/1",24 бутик; цокольный этаж,050031,Аксай-3 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 12:00-17:00; Вт: 12:00-17:00; Ср: 12:00-17:00; Чт: 12:00-17:00; Пт: 12:00-17:00; Сб: 12:00-17:00,+05:00,4.7,6,87052591774,87009895634,,,,,,https://instagram.com/almaty_aksay_atomy,,,,https://wa.me/77052591774,,,,,,,,43.238563,76.829435,https://2gis.com/firm/70000001080078040,branch
Атоми,магазин по продаже косметики,Косметика и парфюмерия; БАДы; Бытовая химия; Средства гигиены; Фитопродукция,"проспект Жибек Жолы, 50 блок С",10 бутик; 1 этаж,050002,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,5.0,7,87018831042,,,,,,,https://instagram.com/tansholpan_aliaskar,,,,https://wa.me/77018831042,,,,,,,,43.261324,76.954771,https://2gis.com/firm/70000001088457339,branch
Атоми Абсолют,интернет-магазин корейских товаров,Косметика и парфюмерия; Средства гигиены; БАДы; Бытовая химия,"улица Толе би, 83",15 офис; 6 этаж,050012,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 13:00-17:00; Вт: 13:00-17:00; Ср: 13:00-17:00; Чт: 13:00-17:00; Пт: 13:00-17:00,+05:00,4.6,9,87471107202,,,,,,,https://instagram.com/atomy_absolute__,,,,https://wa.me/77471107202,,,,,,,,43.254297,76.931669,https://2gis.com/firm/70000001055189898,branch
Атоми Алматы-Лайф,образовательный центр,Косметика и парфюмерия; БАДы; Бытовая химия; Продукты быстрого приготовления; Средства гигиены,"проспект Назарбаева, 135",1 этаж,050000,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 11:30-18:00; Вт: 11:30-18:00; Ср: 11:30-18:00; Чт: 11:30-18:00; Пт: 11:30-18:00; Сб: 11:00-15:00,+05:00,4.4,7,87012228761,87077185474,,,,,,https://instagram.com/atomy.almaty.life,,,,https://wa.me/77012228761,,,viber://chat/?number=77012228761,https://t.me/+77012228761,,,,43.251254,76.94685,https://2gis.com/firm/70000001051371458,branch
Атоми Арман Комфорт,интернет-магазин корейских эко-товаров,Косметика и парфюмерия; БАДы; Хозтовары; Бытовая химия,"проспект Гагарина, 309",353 офис; цокольный этаж,050060,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 12:00-17:00; Вт: 12:00-17:00; Ср: 12:00-17:00; Чт: 12:00-17:00; Пт: 12:00-17:00; Сб: 12:00-17:00 (по предварительному звонку),+05:00,5.0,16,87013918769,,,,,,,https://instagram.com/atomnayana2,,,,https://wa.me/77013918769,,,,,,,,43.2032,76.898588,https://2gis.com/firm/70000001082551967,branch
Атоми-Алматы-Арман-Стар,центр южно-корейской продукции,Косметика и парфюмерия; Средства гигиены; БАДы; Хозтовары,"улица Кунаева, 49",1 этаж,050004,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 11:00-19:00; Вт: 11:00-19:00; Ср: 11:00-19:00; Чт: 11:00-19:00; Пт: 11:00-19:00; Сб: 11:00-19:00,+05:00,4.3,12,87058713147,87073130218,,,,,,https://instagram.com/altyngul120,,https://facebook.com/atomikakorea,,https://wa.me/77058713147,https://wa.me/77073130218,,,,,,https://youtube.com/channel/UCK7Bm6qWvjglzv6oEV2qNJA,43.26208,76.948531,https://2gis.com/firm/70000001045805369,branch
Атоми-Лайф-Мега,магазин корейских товаров,Косметика и парфюмерия; БАДы; Бытовая химия; Средства гигиены,"улица Тимирязева, 48",8 офис,050060,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 11:00-17:00; Вт: 11:00-17:00; Ср: 11:00-17:00; Чт: 11:00-17:00; Пт: 11:00-17:00; Сб: 11:00-15:00 (по предварительному звонку),+05:00,4.7,7,87717558787,87018888128,,,,,,,,,,https://wa.me/77717558787,https://wa.me/77018888128,,,,,,,43.224974,76.901471,https://2gis.com/firm/70000001095757121,branch
Атоми-Стадион-Арман,магазин корейских товаров,Косметика и парфюмерия; БАДы,"проспект Абая, 99",1 этаж,050022,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 11:00-17:00; Вс: 11:00-17:00,+05:00,5.0,13,87471667728,87086598958,,,,,,https://instagram.com/raigul_zhaksibaeva,,,,https://wa.me/77471667728,,,,https://t.me/+77471667728,https://t.me/tolegen_danecovich,,,43.241142,76.921761,https://2gis.com/firm/70000001069308283,branch
Бақша,магазин овощей и фруктов,Косметика и парфюмерия; Овощи и фрукты; Игрушки; Детская одежда; Хозтовары,"улица Жунисова, 14/12",,050035,,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 09:00-23:00; Вт: 09:00-23:00; Ср: 09:00-23:00; Чт: 09:00-23:00; Пт: 09:00-23:00; Сб: 09:00-23:00; Вс: 09:00-23:00,+05:00,5.0,5,87475361174,87011410775,87477871175,,,,,,,,,https://wa.me/77011410775,,,,,,,,43.221781,76.784687,https://2gis.com/firm/70000001102968273,branch
Белоснежка,магазин,Косметика и парфюмерия; Бытовая химия,"микрорайон Айнабулак-2, 71д",,050014,Айнабулак-2 м-н,Жетысуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-20:30; Вт: 08:00-20:30; Ср: 08:00-20:30; Чт: 08:00-20:30; Пт: 08:00-20:30; Сб: 08:00-20:30; Вс: 08:00-20:30,+05:00,4.1,11,87082907300,87082907299,,,,,,,,,,,,,,,,,,43.320103,76.91589,https://2gis.com/firm/70000001054338268,branch
Бина,парфюмерная лавка,Косметика и парфюмерия,"улица Кунаева, 163",Ш-01 бутик; 1 этаж,050010,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-19:00,+05:00,3.7,6,87776542651,,,,,,,https://instagram.com/parfum.bina,,,,https://wa.me/77776542651,,,,,,,,43.246518,76.950824,https://2gis.com/firm/70000001081872582,branch
Ближе к телу,магазин нижнего белья,Косметика и парфюмерия; Нижнее бельё; Купальники; Носки и колготки; Солнцезащитные очки,"улица Байтерекова, 57",,050038,Акбулак м-н,Алатауский район,Алматы,,Алматы,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,4.8,19,87071904443,,,,,,,,,,,https://wa.me/77071904443,,,,,,,,43.26229,76.820463,https://2gis.com/firm/70000001079642531,branch
Бутик косметики,,Косметика и парфюмерия,"4-й микрорайон, 10Б",1 этаж,050062,4-й м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,5.0,13,87757107555,,,,,,,,,,,https://wa.me/77757107555,,,,,,,,43.226495,76.861314,https://2gis.com/firm/70000001060614011,branch
Бутик косметики,,Косметика и парфюмерия; Игрушки; Канцтовары,"3-й микрорайон, 20а",,050062,3-й м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,4.1,5,87471549071,87023334979,,,,,,,,,,https://wa.me/77023334979,https://wa.me/77471549071,,,,,,,43.222074,76.850171,https://2gis.com/firm/70000001037355966,branch
Бытовуха,магазин хозяйственных товаров,Косметика и парфюмерия; Бытовая химия; Хозтовары,"улица Райымбек батыра, 283",,041609,,,,Талгарский район,Алматинская область,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,4.2,8,87019400702,,,,,,,,,,,,,,,,,,,43.291222,77.01544,https://2gis.com/firm/70000001063164329,branch
Ваша Хозяюшка,магазин,Косметика и парфюмерия; Бытовая химия; Хозтовары,"2-й микрорайон, 29",1 этаж,050062,2-й м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,"Пн: 10:00-14:00, 14:30-20:00; Вт: 10:00-14:00, 14:30-20:00; Ср: 10:00-14:00, 14:30-20:00; Чт: 10:00-14:00, 14:30-20:00; Пт: 10:00-14:00, 14:30-20:00; Сб: 10:00-14:00, 14:30-20:00; Вс: 10:00-14:00, 14:30-20:00",+05:00,4.3,21,87072784582,,,,,,,,,,,https://wa.me/77072784582,,,,,,,,43.234322,76.862962,https://2gis.com/firm/9429940000888463,branch
Восточная лавка,магазин,Косметика и парфюмерия; Продажа чая; БАДы; Специи; Сувениры,"проспект Абылай хана, 177а",115А бутик; 1 этаж,040901,,,Каскелен,Карасайский район,Алматинская область,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,5.0,12,87072129588,,,,,,,https://instagram.com/granat_kaskelen,,,,https://wa.me/77072129588,,,,,,,,43.199417,76.629747,https://2gis.com/firm/70000001092678163,branch
Восьмёрочка,торгово-сервисный центр,Косметика и парфюмерия; Канцтовары; Товары для праздников; Игрушки; Товары для творчества,"улица Аптечная, 2Б",1 этаж,40702,,,,Илийский район,Алматинская область,Казахстан,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+05:00,4.9,6,87476570554 (единый номер: пн-вс 8:00-22:00),,,,,,,https://instagram.com/vosmerocka,,,,https://wa.me/77476570554,,,viber://chat/?number=77476570554,https://t.me/+77475235290,,,,43.409806,76.914284,https://2gis.com/firm/70000001025593104,branch
Все для дома,магазин,Косметика и парфюмерия; Бытовая химия; Канцтовары; Посуда; Бытовая техника,"микрорайон Думан-2, 29",,050064,Думан-2 м-н,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-24:00; Вт: 08:00-24:00; Ср: 08:00-24:00; Чт: 08:00-24:00; Пт: 08:00-24:00; Сб: 08:00-24:00; Вс: 08:00-24:00,+05:00,4.8,6,87474090488,,,,,,,,,,,https://wa.me/77474090488,https://wa.me/77012339375,,,,,,,43.285728,77.003845,https://2gis.com/firm/70000001104243159,branch
Все для дома,магазин,Косметика и парфюмерия; Электротехника; Канцтовары; Носки и колготки; Бытовая химия,"11-й микрорайон, 4а",,050006,11 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,4.9,18,87073222326,,,,,,,https://instagram.com/1000meloshey_2024_hoz,,,,https://wa.me/77073222326,,,,,,,,43.2227,76.872095,https://2gis.com/firm/70000001047499636,branch
Всё для дома,магазин,Косметика и парфюмерия; Бытовая химия; Хозтовары; Посуда; Канцтовары,"проспект Райымбека, 210/6 блок 8",1 этаж,050034,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 09:00-23:00; Вт: 09:00-23:00; Ср: 09:00-23:00; Чт: 09:00-23:00; Пт: 09:00-23:00; Сб: 09:00-23:00; Вс: 09:00-23:00,+05:00,4.0,6,87773425895,,,,,,,,,,,https://wa.me/77773425895,,,,,,,,43.261332,76.901312,https://2gis.com/firm/70000001109509096,branch
Всё для дома,магазин,Косметика и парфюмерия; Посуда; Хозтовары; Игрушки,"микрорайон Алтай-1, 21",,050039,Алтай-1 м-н,Турксибский район,Алматы,,Алматы,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+05:00,4.9,18,87776498537,,,,,,,https://instagram.com/vsdoma,,https://facebook.com/100137855343301,,https://wa.me/77776498537,,,,,,,,43.347373,76.986645,https://2gis.com/firm/70000001031902529,branch
